title,native_title,rating,genres,directors,screenwriters,episodes,aired,aired_on,original_network,duration,content_rat,rank,popularity,watchers
Cherry Blossoms After Winter(2022),겨울 지나 벚꽃,7.8,"['Romance', 'Youth', 'Drama']",['Yoon Joon Ho'],,8,"Feb 24, 2022 - Apr 14, 2022",Thursday,['Viki'],25 min.,15+ - Teens 15 or older,#3714,#294,"41,804"
Love Class Season 2(2023),수업중입니다 시즌2,7.8,"['Romance', 'Drama']",['Kang Kyung Hwan'],,10,"Aug 11, 2023 - Sep  8, 2023",Friday,,25 min.,Not Yet Rated,#3882,#1217,"13,726"
One Fine Week Season 2(2020),7일만 로맨스2,7.8,['Romance'],['Kang Dong Hee'],,10,"Dec 22, 2020 - Jan 20, 2021","Tuesday, Wednesday","['Naver TV Cast', 'vLive']",16 min.,15+ - Teens 15 or older,#3996,#2961,"4,890"
Homemade Love Story(2020),오! 삼광빌라!,7.8,"['Comedy', 'Romance', 'Drama']",['Hong Seok Goo'],['Yoon Kyung Ah'],100,"Sep 19, 2020 - Mar  7, 2021","Saturday, Sunday",['KBS2'],35 min.,15+ - Teens 15 or older,#3744,#3108,"4,612"
King Maker: The Change of Destiny(2020),바람과 구름과 비,7.8,"['Historical', 'Romance', 'Drama', 'Supernatural']",['Yoon Sang Ho'],['Bang Ji Young'],21,"May 17, 2020 - Jul 26, 2020","Saturday, Sunday",['TV Chosun'],1 hr. 2 min.,15+ - Teens 15 or older,#3821,#2952,"4,915"
So Not Worth it(2021),내일 지구가 망해버렸으면 좋겠어,7.8,"['Comedy', 'Romance', 'Youth', 'Sitcom']","['Kwon Ik Joon', 'Kim Jung Shik']","['Seo Eun Jung', 'Baek Ji Hyun']",12,"Jun 18, 2021",Friday,['Netflix'],35 min.,15+ - Teens 15 or older,#3850,#677,"22,910"
"Alice, the Final Weapon(2022)",최종병기 앨리스,7.8,"['Action', 'Thriller', 'Romance', 'Youth']","['Lee Byung Hun', 'Seo Seong Won']",,8,"Jun 24, 2022 - Jul  8, 2022",Friday,['Watcha'],35 min.,Not Yet Rated,#3805,#2049,"7,591"
A Good Day to Be a Dog(2023),오늘도 사랑스럽개,7.8,"['Comedy', 'Romance', 'Fantasy', 'Supernatural']",['Kim Dae Woong'],['Baek In Ah'],14,"Oct 11, 2023 - Jan 10, 2024",Wednesday,['MBC'],60 min.,15+ - Teens 15 or older,#3880,#306,"40,595"
You Make Me Dance(2021),유메이크미댄스,7.8,"['Romance', 'Life', 'Drama']",['So Joon Moon'],,8,"Feb 26, 2021 - Mar 19, 2021",Friday,['Viki'],14 min.,15+ - Teens 15 or older,#3945,#332,"38,740"
Mask Girl(2023),마스크걸,7.7,"['Thriller', 'Mystery', 'Comedy', 'Drama']",['Kim Yong Hoon'],,7,"Aug 18, 2023",Friday,['Netflix'],60 min.,18+ Restricted (violence & profanity),#4201,#606,"24,855"
Ending Again(2020),또한번 엔딩,7.7,"['Romance', 'Youth', 'Drama']",['Park Dhan Hee'],['Jung Soo Yoon'],12,"Feb  8, 2020 - Mar 15, 2020","Saturday, Sunday",['Naver TV Cast'],15 min.,15+ - Teens 15 or older,#4037,#1328,"12,449"
Dr. Park’s Clinic(2022),내과 박원장,7.7,"['Comedy', 'Medical']",['Seo Joon Bum'],,12,"Jan 14, 2022 - Feb 18, 2022","Friday, Saturday",['TVING'],32 min.,15+ - Teens 15 or older,#4020,#6237,"1,632"
The World of My 17(2020),소녀의 세계,7.7,"['Comedy', 'Life', 'Youth', 'Drama']",['Choi Sun Mi'],['Yoon Shi So'],12,"Apr 22, 2020 - May 29, 2020","Wednesday, Friday","['Naver TV Cast', 'vLive']",15 min.,15+ - Teens 15 or older,#4099,#1909,"8,342"
You Raise Me Up(2021),유 레이즈 미 업,7.8,"['Psychological', 'Comedy', 'Romance', 'Drama']",['Kim Jang Han'],['Mo Ji Hye'],8,"Aug 31, 2021",Tuesday,['Wavve'],42 min.,15+ - Teens 15 or older,#3977,#1511,"10,727"
Stealer: The Treasure Keeper(2023),스틸러: 일곱 개의 조선통보,7.8,"['Action', 'Adventure', 'Mystery', 'Comedy']","['Choi Joon Bae', 'Min Jung Ah']",['Shin Kyung Il'],12,"Apr 12, 2023 - May 18, 2023","Wednesday, Thursday",['tvN'],60 min.,15+ - Teens 15 or older,#3870,#1980,"7,868"
Sisyphus: The Myth(2021),시지프스: The Myth,7.8,"['Action', 'Thriller', 'Mystery', 'Sci-Fi']",['Jin Hyeok'],"['Jeon Chan Ho', 'Lee Je In']",16,"Feb 17, 2021 - Apr  8, 2021","Wednesday, Thursday","['jTBC', 'Netflix']",1 hr. 10 min.,15+ - Teens 15 or older,#3961,#391,"34,486"
Romanced(2021),뒤로맨스,7.7,"['Mystery', 'Romance']",,,8,"Jun 17, 2021 - Aug  6, 2021",Thursday,,11 min.,15+ - Teens 15 or older,#4109,#3699,"3,597"
Unintentional Love Story(2023),비의도적 연애담,7.7,"['Comedy', 'Romance']",['Jang Eui Soon'],['Shin Yoo'],10,"Mar 17, 2023 - Apr 14, 2023",Friday,['TVING'],35 min.,15+ - Teens 15 or older,#4115,#648,"23,780"
Delayed Justice(2020),날아라 개천용,7.7,"['Mystery', 'Comedy', 'Law', 'Melodrama']",['Kwak Jung Hwan'],['Park Sang Gyu'],20,"Oct 30, 2020 - Jan 23, 2021","Friday, Saturday","['SBS', 'Wavve']",1 hr. 5 min.,15+ - Teens 15 or older,#4026,#5160,"2,186"
A Love So Beautiful(2020),아름다웠던 우리에게,7.7,"['Comedy', 'Romance', 'Life', 'Youth']",,['Jang Yoo Yeon'],24,"Dec 28, 2020 - Feb 20, 2021","Monday, Thursday, Saturday","['Daum Kakao TV', 'Netflix']",20 min.,13+ - Teens 13 or older,#4187,#357,"37,070"
Trolley(2022),트롤리,7.7,"['Mystery', 'Romance', 'Melodrama', 'Political']","['Kim Moon Kyo', 'Kwon Da Som']",['Ryu Bo Ri'],16,"Dec 19, 2022 - Feb 14, 2023","Monday, Tuesday","['Netflix', 'SBS']",60 min.,15+ - Teens 15 or older,#4205,#2610,"5,644"
Find Me if You Can(2021),숨은 그놈 찾기,7.7,"['Thriller', 'Mystery', 'Romance']",['Im Jin Kang'],['Frantz'],8,"Nov  9, 2021 - Dec  4, 2021","Tuesday, Saturday",,14 min.,Not Yet Rated,#4526,#5071,"2,250"
Payback: Money and Power(2023),법쩐,7.7,"['Thriller', 'Mystery', 'Business', 'Drama']",['Lee Won Tae'],['Kim Won Seok'],12,"Jan  6, 2023 - Feb 11, 2023","Friday, Saturday","['Amazon Prime', 'SBS']",1 hr. 10 min.,15+ - Teens 15 or older,#4134,#2634,"5,586"
Moonshine(2021),꽃 피면 달 생각하고,7.7,"['Action', 'Historical', 'Comedy', 'Romance']",['Hwang In Hyuk'],['Kim Joo Hee'],16,"Dec 20, 2021 - Feb 22, 2022","Monday, Tuesday","['KBS2', 'Wavve']",1 hr. 10 min.,15+ - Teens 15 or older,#4262,#1119,"14,814"
Stock Struck(2022),개미가 타고 있어요,7.7,"['Business', 'Comedy', 'Romance', 'Life']",['Choi Ji Yeong'],"['Lee Ye Rim', 'Kim Yeon Ji', 'Yoon Soo Min', 'Im Yeon Soo']",12,"Aug 12, 2022 - Sep 16, 2022",Friday,['TVING'],45 min.,Not Yet Rated,#4353,#3992,"3,245"
Drama Special Season 14: Anyone Anywhere(2023),드라마 스페셜 2023: 우리들이 있었다,7.7,"['Youth', 'Drama']",,,1,"Nov  4, 2023",Saturday,['KBS2'],1 hr. 4 min.,Not Yet Rated,#4281,#8039,"1,075"
Single & Ready to Mingle(2020),솔로 말고 멜로,7.7,"['Comedy', 'Romance', 'Sitcom']",,['Kang Dong Hee'],8,"Oct 13, 2020 - Nov  4, 2020","Tuesday, Wednesday",,15 min.,15+ - Teens 15 or older,#4419,#3308,"4,194"
The World of My 17 Season 2(2021),소녀의 세계 시즌2,7.7,"['Youth', 'Drama']",,,10,"Dec 15, 2021 - Jan 14, 2022","Wednesday, Friday","['Naver TV Cast', 'vLive']",25 min.,Not Yet Rated,#4389,#4032,"3,196"
SF8: Blink(2020),에스에프에잇: 블링크,7.7,"['Action', 'Thriller', 'Sci-Fi']",['Han Ka Ram'],,1,"Sep  4, 2020",Friday,"['MBC', 'Wavve']",51 min.,15+ - Teens 15 or older,#4390,#7627,"1,180"
Melancholia(2021),멜랑꼴리아,7.7,"['Romance', 'Drama', 'Melodrama']",['Kim Sang Hyub'],['Kim Ji Woon'],16,"Nov 10, 2021 - Dec 30, 2021","Wednesday, Thursday",['tvN'],1 hr. 10 min.,15+ - Teens 15 or older,#4295,#739,"21,121"
Moon in the Day(2023),낮에 뜨는 달,7.7,"['Thriller', 'Historical', 'Romance', 'Fantasy']","['Pyo Min Soo', 'Park Chan Yool']","['Jung Sung Eun', 'Kim Hye Won']",14,"Nov  1, 2023 - Dec 14, 2023","Wednesday, Thursday","['ENA', 'Genie TV', 'Viki']",1 hr. 1 min.,15+ - Teens 15 or older,#4288,#649,"23,640"
Mr. Heart(2020),미스터 하트,7.7,"['Romance', 'Youth', 'Sports']",['Park Sun Jae'],,8,"Sep 18, 2020 - Oct  2, 2020",Friday,['Viki'],11 min.,13+ - Teens 13 or older,#4586,#275,"43,556"
Oh My Baby(2020),오 마이 베이비,7.7,"['Comedy', 'Romance', 'Drama', 'Medical']",['Nam Ki Hoon'],['Yang Hyuk Moon'],16,"May 13, 2020 - Jul  2, 2020","Wednesday, Thursday",['tvN'],1 hr. 5 min.,15+ - Teens 15 or older,#4347,#1169,"14,223"
Love in Contract(2022),월수금화목토,7.7,"['Business', 'Comedy', 'Romance']",['Nam Sung Woo'],['Ha Gu Dam'],16,"Sep 21, 2022 - Nov 10, 2022","Wednesday, Thursday","['tvN', 'Viki']",1 hr. 5 min.,15+ - Teens 15 or older,#4416,#324,"39,187"
Hanging On(2020),놓지마 정신줄,7.7,"['Comedy', 'Romance', 'Sitcom']",['Oh Kwan Jin'],['Jung Soo Hyun'],10,"Jul 31, 2020 - Aug 29, 2020","Friday, Saturday",['jTBC'],30 min.,15+ - Teens 15 or older,#4493,#8018,"1,082"
Connect(2022),커넥트,7.7,"['Mystery', 'Horror', 'Crime', 'Sci-Fi']",['Miike Takashi'],"['Nakamura Masaru', 'Heo Dam']",6,"Dec  7, 2022",Wednesday,"['Disney+', 'Hulu']",45 min.,18+ Restricted (violence & profanity),#4591,#767,"20,511"
Pale Moon(2023),종이달,7.7,"['Thriller', 'Mystery', 'Romance', 'Drama']","['Yoo Jong Sun', 'Kim Seung Woo', 'Jung Won Hui']",['No Yoon Soo'],10,"Apr 10, 2023 - May  9, 2023","Monday, Tuesday","['ENA', 'Genie TV']",1 hr. 5 min.,18+ Restricted (violence & profanity),#4345,#5902,"1,779"
Lies Hidden in My Garden(2023),마당이 있는 집,7.7,"['Thriller', 'Mystery', 'Psychological', 'Drama']",['Jung Ji Hyun'],['Ji Ah Nee'],8,"Jun 19, 2023 - Jul 11, 2023","Monday, Tuesday","['ENA', 'Genie TV']",60 min.,15+ - Teens 15 or older,#4349,#1703,"9,494"
The 8 Show(2024),더 에이트 쇼,7.7,"['Thriller', 'Mystery', 'Psychological', 'Drama']",['Han Jae Rim'],,8,"May 17, 2024",Friday,['Netflix'],52 min.,18+ Restricted (violence & profanity),#4407,#1341,"12,312"
Please Don't Date Him(2020),제발 그 남자 만나지 마요,7.7,"['Comedy', 'Romance', 'Drama', 'Sci-Fi']",['Oh Mi Kyung'],,10,"Nov 10, 2020 - Jan 12, 2021",Tuesday,"['MBC', 'MBC every1']",60 min.,15+ - Teens 15 or older,#4342,#1199,"13,974"
Wedding Impossible(2024),웨딩 임파서블,7.7,"['Comedy', 'Romance', 'Drama']",['Kwon Young Il'],"['Oh Hye Won', 'Park Seul Ki']",12,"Feb 26, 2024 - Apr  2, 2024","Monday, Tuesday",['tvN'],1 hr. 10 min.,15+ - Teens 15 or older,#4375,#464,"29,723"
Curtain Call(2022),커튼콜: 나무는 서서 죽는다,7.7,"['Romance', 'Life', 'Drama', 'Family']",['Yoon Sang Ho'],['Jo Seong Geol'],16,"Oct 31, 2022 - Dec 27, 2022","Monday, Tuesday","['KBS2', 'Viki']",60 min.,13+ - Teens 13 or older,#4455,#2012,"7,736"
The Goddess of Revenge(2020),복수해라,7.7,"['Mystery', 'Drama']",['Kang Min Gu'],['Kim Hyo Jin'],16,"Nov 21, 2020 - Jan 17, 2021","Saturday, Sunday","['TV Chosun', 'Wavve']",1 hr. 2 min.,15+ - Teens 15 or older,#4468,#3148,"4,502"
Once Again(2022),다시나를찾아와,7.7,"['Romance', 'Supernatural']",['Teddy Hwang'],['Lee Si Bo'],8,"Sep 15, 2022 - Oct  6, 2022",Thursday,,25 min.,13+ - Teens 13 or older,#4604,#1345,"12,291"
Times(2021),타임즈,7.7,"['Thriller', 'Mystery', 'Fantasy', 'Political']",['Yoon Jong Ho'],"['Lee Sae Bom', 'Ahn Hye Jin']",12,"Feb 20, 2021 - Mar 28, 2021","Saturday, Sunday",['OCN'],60 min.,15+ - Teens 15 or older,#4554,#2968,"4,871"
Green Mothers' Club(2022),그린 마더스 클럽,7.7,"['Mystery', 'Drama']",['Ra Ha Na'],['Shin Yi Won'],16,"Apr  6, 2022 - May 26, 2022","Wednesday, Thursday","['jTBC', 'Netflix']",1 hr. 10 min.,15+ - Teens 15 or older,#4688,#2938,"4,940"
"Bravo, My Life(2022)",으라차차 내 인생,7.7,"['Comedy', 'Romance']",['Sung Joon Hae'],['Koo Ji Won'],120,"Apr 11, 2022 - Sep 30, 2022","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS1'],30 min.,15+ - Teens 15 or older,#4702,#5216,"2,150"
Longing for You(2023),오랫동안 당신을 기다렸습니다,7.7,"['Action', 'Thriller', 'Mystery', 'Drama']","['Han Cheol Soo', 'Kim Yong Min']",['Kwon Min Soo'],14,"Jul 26, 2023 - Sep  7, 2023","Wednesday, Thursday","['ENA', 'Genie TV', 'TVING', 'Viki']",1 hr. 10 min.,15+ - Teens 15 or older,#4496,#2055,"7,561"
Big Bet Season 2(2023),카지노 시즌2,7.7,"['Action', 'Crime', 'Drama']",['Kang Yoon Sung'],,8,"Feb 15, 2023 - Mar 22, 2023",Wednesday,"['Disney+', 'Hulu']",60 min.,18+ Restricted (violence & profanity),#4584,#6155,"1,667"
Real:Time:Love Season 4(2020),리얼:타임:러브 4,7.7,"['Comedy', 'Romance', 'Drama', 'Sitcom']",,,8,"Nov 20, 2020 - Jan  8, 2021",Friday,"['Naver TV Cast', 'vLive']",17 min.,15+ - Teens 15 or older,#4712,#5989,"1,735"
All That We Loved(2023),우리가 사랑했던 모든 것,7.7,"['Romance', 'Youth']",['Kim Jin Sung'],['Kang Yoon'],8,"May  5, 2023 - May 26, 2023",Friday,['TVING'],35 min.,15+ - Teens 15 or older,#4745,#1974,"7,920"
I Have Not Done My Best Yet(2022),아직 최선을 다하지 않았을 뿐,7.7,['Comedy'],['Im Tae Woo'],"['Park Eun Young', 'Park Hee Kwon']",12,"Feb 18, 2022 - Mar 25, 2022",Friday,['TVING'],60 min.,15+ - Teens 15 or older,#4585,#2750,"5,333"
Best Mistake Season 2(2020),일진에게 찍혔을 때 시즌2,7.6,"['Comedy', 'Romance', 'Youth', 'Drama']",['Lee Yoo Yeon'],['Yoon Shi So'],16,"Mar 31, 2020 - May 21, 2020","Tuesday, Thursday",['vLive'],15 min.,15+ - Teens 15 or older,#4876,#1906,"8,360"
Drama Special Season 11: Traces of Love(2020),드라마스페셜 2020-연애의 흔적,7.6,"['Romance', 'Drama']",['Yoo Young Eun'],,1,"Dec 17, 2020",Thursday,['KBS2'],1 hr. 5 min.,15+ - Teens 15 or older,#4913,#10915,611
The Love in Your Eyes(2022),내 눈에 콩깍지,7.6,"['Romance', 'Drama']",['Go Young Tak'],['Na Seung Hyun'],123,"Oct  3, 2022 - Mar 24, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS1'],27 min.,15+ - Teens 15 or older,#4833,#6220,"1,642"
Casting a Spell to You(2021),마법을 걸다,7.7,"['Comedy', 'Romance', 'Drama']",,,16,"Dec  9, 2021",Thursday,,60 min.,Not Yet Rated,#4691,#3000,"4,804"
Adamas(2022),아다마스,7.6,"['Thriller', 'Mystery', 'Drama']",['Park Seung Woo'],['Choi Tae Kang'],16,"Jul 27, 2022 - Sep 15, 2022","Wednesday, Thursday",['tvN'],1 hr. 10 min.,15+ - Teens 15 or older,#4908,#1399,"11,714"
Rose Mansion(2022),장미맨션,7.6,"['Thriller', 'Mystery']",['Chang'],['Yoo Kab Yeol'],12,"May 13, 2022 - May 27, 2022",Friday,['TVING'],45 min.,18+ Restricted (violence & profanity),#4786,#3418,"4,028"
Real:Time:Love Season 3(2020),리얼:타임:러브 3,7.6,"['Comedy', 'Romance', 'Drama', 'Sitcom']",,,8,"Aug 14, 2020 - Oct  2, 2020",Friday,"['Naver TV Cast', 'vLive']",15 min.,15+ - Teens 15 or older,#4944,#5859,"1,796"
Dark Hole(2021),다크홀,7.6,"['Action', 'Thriller', 'Horror', 'Sci-Fi']",['Kim Bong Joo'],['Jung Yi Do'],12,"Apr 30, 2021 - Jun  5, 2021","Friday, Saturday","['OCN', 'tvN']",60 min.,15+ - Teens 15 or older,#4800,#1238,"13,512"
High Class(2021),하이클래스,7.6,"['Thriller', 'Mystery', 'Drama']",['Ashbun'],,16,"Sep  6, 2021 - Nov  1, 2021","Monday, Tuesday",['tvN'],1 hr. 10 min.,15+ - Teens 15 or older,#4986,#2710,"5,429"
Pumpkin Time(2021),펌킨타임,7.6,"['Romance', 'Youth', 'Sports', 'Fantasy']",['Kang Min Gu'],['Seok Bo Bae'],10,"Dec 17, 2021 - Dec 18, 2021","Friday, Saturday",['Daum Kakao TV'],20 min.,13+ - Teens 13 or older,#4933,#4338,"2,874"
Oasis(2023),오아시스,7.6,"['Historical', 'Romance', 'Youth', 'Drama']","['Han Hee', 'Yoon Sung Shik']",['Jung Hyung Soo'],16,"Mar  6, 2023 - Apr 25, 2023","Monday, Tuesday","['KBS2', 'Viki']",1 hr. 10 min.,15+ - Teens 15 or older,#4848,#1518,"10,683"
Pop Out Boy!(2020),만찢남녀,7.6,"['Comedy', 'Romance', 'Drama', 'Fantasy']",['Wang Hye Ryung'],['Choi Yo Ji'],10,"Jun 25, 2020 - Jul 26, 2020","Thursday, Sunday",['MBC'],15 min.,15+ - Teens 15 or older,#4910,#1687,"9,596"
A Shoulder to Cry On(2023),소년을 위로해줘,7.6,"['Psychological', 'Romance', 'Youth', 'Drama']",['Song Soo Lim'],['Kang Jae Hyun'],7,"Mar 15, 2023 - Mar 29, 2023","Tuesday, Wednesday",,30 min.,15+ - Teens 15 or older,#5016,#449,"30,577"
Do Do Sol Sol La La Sol(2020),도도솔솔라라솔,7.6,"['Music', 'Comedy', 'Romance', 'Melodrama']","['Kim Min Kyung', 'Goo Sung Joon']",['Oh Ji Young'],16,"Oct  7, 2020 - Nov 26, 2020","Wednesday, Thursday","['KBS2', 'Netflix']",1 hr. 3 min.,15+ - Teens 15 or older,#4895,#269,"43,783"
My Happy Ending(2023),나의 해피엔드,7.6,"['Thriller', 'Mystery', 'Psychological', 'Drama']",['Jo Soo Won'],['Park Sun Hee'],16,"Dec 30, 2023 - Feb 25, 2024","Saturday, Sunday",['TV Chosun'],1 hr. 10 min.,15+ - Teens 15 or older,#4893,#1568,"10,380"
Monthly Magazine Home(2021),월간 집,7.6,"['Business', 'Comedy', 'Romance', 'Drama']",['Lee Chang Min'],['Myung Soo Hyun'],16,"Jun 16, 2021 - Aug  5, 2021","Wednesday, Thursday","['iQiyi', 'jTBC']",60 min.,15+ - Teens 15 or older,#4954,#1263,"13,245"
Can I Step In?(2020),들어가도될까요,7.6,"['Mystery', 'Comedy', 'Romance', 'Drama']",,,10,"Dec 23, 2020 - Jan 21, 2021","Wednesday, Thursday",,12 min.,Not Yet Rated,#5262,#4503,"2,712"
Backstreet Rookie(2020),편의점 샛별이,7.6,"['Action', 'Business', 'Comedy', 'Romance']",['Lee Myung Woo'],['Son Geun Joo'],16,"Jun 19, 2020 - Aug  8, 2020","Friday, Saturday","['iQiyi', 'SBS']",1 hr. 10 min.,15+ - Teens 15 or older,#5017,#173,"57,686"
tvN O'PENing: XX+XY(2022),XX+XY,7.6,"['Life', 'Youth', 'Drama']",['Lee So Yoon'],['Hong Sung Yeon'],4,"May  9, 2022 - May 10, 2022","Monday, Tuesday",['tvN'],30 min.,15+ - Teens 15 or older,#5088,#7352,"1,253"
Mimicus(2022),미미쿠스,7.6,"['Romance', 'Youth', 'Drama']",['Han Soo Ji'],"['Choi Sung Wook', 'Jan Jin']",16,"Jul 22, 2022 - Sep 14, 2022","Wednesday, Friday",['Viki'],20 min.,15+ - Teens 15 or older,#5084,#2921,"4,969"
Under the Gun(2024),언더더건,7.7,"['Romance', 'Youth']",['Hong Chung Gi'],['Lee Hae Ri'],6,"Apr 12, 2024 - Apr 26, 2024",Friday,,22 min.,18+ Restricted (violence & profanity),#4709,#4140,"3,083"
Drama Special Season 11: While You're Away(2020),드라마 스페셜 - 도둑잠,7.6,"['Romance', 'Drama']",['Choi Sang Yeol'],,1,"Dec 10, 2020",Thursday,['KBS2'],1 hr. 5 min.,15+ - Teens 15 or older,#5170,#12607,460
Show Window: The Queen's House(2021),쇼윈도:여왕의 집,7.6,"['Thriller', 'Mystery', 'Romance', 'Drama']","['Kang Sol', 'Park Dae Hee']",['Han Bo Kyung'],16,"Nov 29, 2021 - Jan 18, 2022","Monday, Tuesday","['Channel A', 'Viki']",1 hr. 5 min.,15+ - Teens 15 or older,#5141,#3858,"3,376"
Love & Wish(2021),러브 앤 위시,7.6,"['Romance', 'Youth', 'Drama']",,['Han Yoon Sun'],9,"Dec 24, 2021 - Dec 25, 2021","Friday, Saturday",['Daum Kakao TV'],16 min.,15+ - Teens 15 or older,#5315,#2887,"5,044"
Soundtrack #2(2023),사운드트랙#2,7.6,"['Music', 'Romance', 'Drama']","['Choi Jung Gyu', 'Kim Hee Won']",,6,"Dec  6, 2023 - Dec 20, 2023",Wednesday,['Disney+'],45 min.,13+ - Teens 13 or older,#5107,#1656,"9,821"
To.Two(2021),투투,7.6,"['Thriller', 'Psychological', 'Youth']",,,8,"Dec 17, 2021",Friday,,15 min.,15+ - Teens 15 or older,#5275,#5500,"1,988"
The Escape of the Seven: Resurrection(2024),7인의 부활,7.6,"['Thriller', 'Mystery', 'Drama']","['Oh Joon Hyuk', 'Oh Song Hee']",['Kim Soon Ok'],16,"Mar 29, 2024 - May 18, 2024","Friday, Saturday",['SBS'],1 hr. 10 min.,15+ - Teens 15 or older,#5078,#3384,"4,078"
Our Relationship Ended Before It Began(2022),우리의 연애는 시작도 전에 끝났다,7.6,"['Romance', 'Drama']",,,4,"Nov  2, 2022 - Nov 23, 2022",Wednesday,,8 min.,Not Yet Rated,#5181,#8591,954
Behind Every Star(2022),연예인 매니저로 살아남기 시즌1,7.6,"['Comedy', 'Romance', 'Life']",['Baek Seung Ryong'],['Park So Young'],12,"Nov  7, 2022 - Dec 13, 2022","Monday, Tuesday","['Netflix', 'tvN']",1 hr. 10 min.,15+ - Teens 15 or older,#5503,#2496,"5,977"
Crime Puzzle(2021),크라임 퍼즐,7.6,"['Thriller', 'Mystery', 'Psychological', 'Crime']",['Go Jae Hyun'],['Choi Jong Gil'],10,"Oct 29, 2021 - Nov 26, 2021",Friday,['Genie TV'],1 hr. 10 min.,Not Yet Rated,#5436,#3156,"4,478"
Second Husband(2021),두번째 남편,7.6,"['Romance', 'Drama', 'Melodrama']",['Kim Chil Bong'],['Seo Hyun Joo'],150,"Aug  9, 2021 - Apr  5, 2022","Monday, Tuesday, Wednesday, Thursday, Friday",['MBC'],35 min.,15+ - Teens 15 or older,#5330,#3709,"3,582"
Love Song for Illusion(2024),환상연가,7.6,"['Historical', 'Romance', 'Fantasy']",['Lee Jung Sub'],['Yoon Kyung Ah'],16,"Jan  2, 2024 - Feb 27, 2024","Monday, Tuesday",['KBS2'],1 hr. 10 min.,15+ - Teens 15 or older,#5226,#1247,"13,422"
The Fabulous(2022),더 패뷸러스,7.6,"['Business', 'Comedy', 'Romance', 'Life']",['Kim Jung Hyun'],,8,"Dec 23, 2022",Friday,['Netflix'],54 min.,15+ - Teens 15 or older,#5542,#599,"24,989"
Drama Special Season 14: TV Cinema - Joseon Chefs(2023),드라마 스페셜: TV시네마 - 수운잡방,7.6,"['Food', 'Historical']",['Choi Yeon Soo'],"['Kim Ik Hyun', 'Jo Soo Yeong']",1,"Dec  2, 2023",Saturday,['KBS2'],1 hr. 22 min.,15+ - Teens 15 or older,#5221,#9788,750
Branding in Seongsu(2024),브랜딩 인 성수동,7.6,"['Thriller', 'Romance', 'Supernatural']",['Jung Hun Soo'],"['Choi Sun Mi', 'Jeon Seon Young']",24,"Feb  5, 2024 - Mar 14, 2024","Monday, Tuesday, Wednesday, Thursday",,35 min.,Not Yet Rated,#5281,#1314,"12,660"
Growing Season Special(2020),잘 하고 싶어,7.6,"['Romance', 'Life', 'Youth']",['Yoo Hee Woon'],['Kim Hee Won'],1,"Dec 28, 2020",,"['Naver TV Cast', 'vLive']",10 min.,G - All Ages,#5378,#12526,467
Eccentric! Chef Moon(2020),유별나! 문셰프,7.6,"['Food', 'Comedy', 'Romance', 'Melodrama']","['Choi Do Hoon', 'Jung Hun Soo']","['Jung Yoo Ri', 'Kim Kyung Soo']",16,"Mar 27, 2020 - May 16, 2020","Friday, Saturday",['Channel A'],1 hr. 5 min.,15+ - Teens 15 or older,#5307,#3215,"4,373"
"The King of Tears, Lee Bang Won(2021)",태종 이방원,7.6,"['Thriller', 'Historical', 'Drama', 'Political']",['Kim Hyung Il'],['Lee Jung Woo'],32,"Dec 11, 2021 - May  1, 2022","Saturday, Sunday",['KBS1'],60 min.,15+ - Teens 15 or older,#5303,#6690,"1,460"
Drama Special Season 13: Stain(2022),드라마 스페셜: 얼룩,7.6,"['Thriller', 'Psychological', 'Drama']",['Lee Min Soo'],['Yeo Myung Jae'],1,"Nov 16, 2022",Wednesday,['KBS2'],1 hr. 4 min.,Not Yet Rated,#5562,#12041,502
Youtuber Class(2020),유튜버 클라쓰,7.5,"['Life', 'Youth']",,,4,"Dec 27, 2020 - Jan 17, 2021",Sunday,"['Naver TV Cast', 'vLive']",11 min.,Not Yet Rated,#5696,#7146,"1,312"
SF8: The Prayer(2020),에스에프에잇: 간호중,7.6,"['Drama', 'Sci-Fi']",['Min Kyu Dong'],,1,"Aug 14, 2020",Friday,"['MBC', 'Wavve']",53 min.,15+ - Teens 15 or older,#5659,#7009,"1,353"
Convenience Store Fling(2021),썸타는 편의점,7.5,['Romance'],,,6,"Jan 23, 2021 - Feb 27, 2021",Saturday,,12 min.,15+ - Teens 15 or older,#5728,#2336,"6,461"
Happy Ending(2024),해피엔딩,7.5,"['Romance', 'Drama']",,,3,"Jan 25, 2024 - Feb  8, 2024",Thursday,,7 min.,Not Yet Rated,#6116,#2396,"6,250"
Drama Special Season 11: Modern Girl(2020),드라마 스페셜 - 모단 걸,7.5,"['Historical', 'Romance', 'Drama']",['Hong Eun Mi'],,1,"Nov  7, 2020",Saturday,['KBS2'],60 min.,15+ - Teens 15 or older,#5687,#12869,440
Big Bet(2022),카지노 시즌1,7.6,"['Action', 'Crime', 'Drama']",['Kang Yoon Sung'],,8,"Dec 21, 2022 - Jan 25, 2023",Wednesday,"['Disney+', 'Hulu']",60 min.,18+ Restricted (violence & profanity),#5554,#3526,"3,855"
